datasetName	type	basisOfRecord	modified	language	license	rightsHolder	institutionID	institutionCode	occurrenceID	recordNumber	collectionCode	recordedBy	individualCount	sex	lifestage	occurrenceStatus	disposition	verbatimEventDate	eventDate	year	month	day	habitat	samplingProtocol	fieldNumber	eventRemarks	continent	countryCode	country	stateProvince	county	locality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	verbatimCoordinates	minimumElevationInMeters	maximumElevationInMeters	locationRemarks	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	scientificName	taxonRank	identifiedBy	dateIdentified	identificationRemarks	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_329	IZRK_Ara_Ara-851	IZRK_Ara	Yeszhanov A.B.	1	female	adult	present	in collection	15.07.2021	2021-07-15	2021	7	15		manual collecting	№374		Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District		43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021		752	754		Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	jaikensis	Ponomarev, 2007	Pardosa jaikensis Ponomarev, 2007	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_330	IZRK_Ara_Ara-851	IZRK_Ara	Yeszhanov A.B.	2	male	adult	present	in collection	15.07.2021	2021-07-15	2021	7	15		manual collecting	№374		Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District		43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021		752	754		Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	jaikensis	Ponomarev, 2007	Pardosa jaikensis Ponomarev, 2007	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_331	IZRK_Ara_Ara-858	IZRK_Ara	Kim L.V.	2	female	adult	present	in collection	15-20.04.2021	2021-04-15/20	2021	4			pitfall traps	InZool №174		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		805	807		Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Nekhaeva A.A.	2025		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_332	IZRK_Ara_Ara-858	IZRK_Ara	Kim L.V.	4	male	adult	present	in collection	15-20.04.2021	2021-04-15/20	2021	4			pitfall traps	InZool №174		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		805	807		Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Nekhaeva A.A.	2025		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_333	IZRK_Ara_Ara-862	IZRK_Ara	Kim L.V.	1	female	adult	present	in collection	12-17.04.2021	2021-04-12/17	2021	4			pitfall traps	InZool №156		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		883	885	S part	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Agyneta		Hull, 1911	Agyneta Hull, 1911	GENUS	Nekhaeva A.A.	2024	sp.	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_334	IZRK_Ara_Ara-862	IZRK_Ara	Kim L.V.	4	male	adult	present	in collection	12-17.04.2021	2021-04-12/17	2021	4			pitfall traps	InZool №156		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		883	885	S part	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Agyneta		Hull, 1911	Agyneta Hull, 1911	GENUS	Nekhaeva A.A.	2024	sp.	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_335	IZRK_Ara_Ara-447	IZRK_Ara	Nekhaeva A.A.	1	male	adult	present	in collection	9.05.2024	2024-05-09	2024	5	9		manual collecting			Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.19700	76.87969	WGS84	30	Nekhaeva A.A.	2024	"43°11'49.2""N 76°52'46.9"" E"	977	979		Animalia	Arthropoda	Arachnida	Araneae	Oecobiidae	Oecobius	nadiae	(Spassky, 1936)	Oecobius nadiae (Spassky, 1936)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_336	IZRK_Ara_Ara-448	IZRK_Ara	Nekhaeva A.A.	1	male	adult	present	in collection	2024	2024	2024				manual collecting			Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.19700	76.87969	WGS84	30	Nekhaeva A.A.	2024	"43°11'49.2""N 76°52'46.9"" E"	977	979		Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Vagiphantes	vaginatus	(Tanasevitch, 1983)	Vagiphantes vaginatus (Tanasevitch, 1983)	SPECIES	Nekhaeva A.A.	2024	cf.	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_337	IZRK_Ara_Ara-449	IZRK_Ara	Nekhaev I.O.	1	female	adult	present	in collection	1-4.07.2024	2024-07-01/04	2024	7			pitfall traps			Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	Balkhash Lake, E of Ulken village	45.20659	73.99244	WGS84	30	Nekhaev I.O.	2024	"45°12'23.7""N 73°59'32.8"" E"	339	341		Animalia	Arthropoda	Arachnida	Araneae	Dysderidae	Dysdera		Latreille, 1804	Dysdera Latreille, 1804	GENUS	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_338	IZRK_Ara_Ara-451	IZRK_Ara	Nekhaev I.O.	1	female	adult	present	in collection	1-4.07.2024	2024-07-01/04	2024	7			pitfall traps			Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	Balkhash Lake, E of Ulken village	45.20659	73.99244	WGS84	30	Nekhaev I.O.	2024	"45°12'23.7""N 73°59'32.8"" E"	339	341		Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Pseudomogrus	guseinovi	(Logunov & Marusik, 2003)	Pseudomogrus guseinovi (Logunov & Marusik, 2003)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_339	IZRK_Ara_Ara-452	IZRK_Ara	Asylbek A.M.	2	female	adult	present	in collection	6.06.2024	2024-06-06	2024	6	6		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Kerbulakskiy District	Altyn-Emel National Park, near 700 year old willow. House of the park ranger	43.92616	78.79439	WGS84	30	Asylbek A.M.	2024	"43°55'34.16""N 78°47'39.79"" E"	618	620		Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Larinioides	suspicax	(O.Pickard-Cambridge, 1876)	Larinioides suspicax (O.Pickard-Cambridge, 1876)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_340	IZRK_Ara_Ara-453	IZRK_Ara	Asylbek A.M.	3	male	adult	present	in collection	6.06.2024	2024-06-06	2024	6	6		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Kerbulakskiy District	Altyn-Emel National Park, near 700 year old willow. House of the park ranger	43.92616	78.79439	WGS84	30	Asylbek A.M.	2024	"43°55'34.16""N 78°47'39.79"" E"	618	620		Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Karakumosa	alticeps	(Kroneberg, 1875)	Karakumosa alticeps (Kroneberg, 1875)	SPECIES	Nekhaeva A.A.	2025		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_341	IZRK_Ara_Ara-454	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	6.06.2024	2024-06-06	2024	6	6		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Kerbulakskiy District	Altyn-Emel National Park, near 700 year old willow. House of the park ranger	43.92616	78.79439	WGS84	30	Asylbek A.M.	2024	"43°55'34.16""N 78°47'39.79"" E"	618	620		Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Thomisus	onustus	Walckenaer, 1805	Thomisus onustus Walckenaer, 1805	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_342	IZRK_Ara_Ara-456	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	charitonovi	(Ponomarev, 1979)	Berlandina charitonovi (Ponomarev, 1979)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_343	IZRK_Ara_Ara-457	IZRK_Ara	Asylbek A.M.	3		juvenile	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	lobata	(Pallas, 1772)	Argiope lobata (Pallas, 1772)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_344	IZRK_Ara_Ara-458	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Pisauridae	Pisaura	mirabilis	(Clerck, 1757)	Pisaura mirabilis (Clerck, 1757)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_345	IZRK_Ara_Ara-459	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Aculepeira	armida	(Audouin, 1826)	Aculepeira armida (Audouin, 1826)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_346	IZRK_Ara_Ara-460	IZRK_Ara	Asylbek A.M.	4	female	adult	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Steatoda	castanea	(Clerck, 1757)	Steatoda castanea (Clerck, 1757)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_347	IZRK_Ara_Ara-461	IZRK_Ara	Asylbek A.M.	1	male	adult	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	ilika	Fomichev & Marusik, 2019	Berlandina ilika Fomichev & Marusik, 2019	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_348	IZRK_Ara_Ara-462	IZRK_Ara	Asylbek A.M.	1	male	adult	present	in collection	11.06.2024	2024-06-11	2024	6	11		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Sarkandskiy District	Balkhash Lake	46.35176	78.84180	WGS84	30	Asylbek A.M.	2024	"46°21'06.3""N 78°50'30.5"" E"	354	356		Animalia	Arthropoda	Arachnida	Araneae	Zodariidae	Zodariellum	volgouralense	Ponomarev, 2007	Zodariellum volgouralense Ponomarev, 2007	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_349	IZRK_Ara_Ara-465	IZRK_Ara	Asylbek A.M.	3		juvenile	present	in collection	10.06.2024	2024-06-10	2024	6	10		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.87495	78.78328	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420		Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	lobata	(Pallas, 1772)	Argiope lobata (Pallas, 1772)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_350	IZRK_Ara_Ara-466	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	10.06.2024	2024-06-10	2024	6	10		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.87495	78.78328	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420		Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	spasskyi	Ponomarev, 1979	Berlandina spasskyi Ponomarev, 1979	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_351	IZRK_Ara_Ara-468	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	10.06.2024	2024-06-10	2024	6	10		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.87495	78.78328	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420		Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Thanatus	pictus	L.Koch, 1881	Thanatus pictus L.Koch, 1881	SPECIES	Nekhaeva A.A.	2024	cf.	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_352	IZRK_Ara_Ara-469	IZRK_Ara	Asylbek A.M.	1	male	adult	present	in collection	10.06.2024	2024-06-10	2024	6	10		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.87495	78.78328	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420		Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Heriaeus	mellotteei	Simon, 1886	Heriaeus mellotteei Simon, 1886	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_353	IZRK_Ara_Ara-470	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	10.06.2024	2024-06-10	2024	6	10		manual collecting			Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.87495	78.78328	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420		Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Drassyllus		Chamberlin, 1922	Drassyllus Chamberlin, 1922	GENUS	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_354	IZRK_Ara_Ara-472	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	13.06.2024	2024-06-13	2024	6	13		manual collecting			Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	near Bakanas village	44.78333	76.45000	WGS84	30	Asylbek A.M.	2024	44°47'N 76°27' E	404	406		Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Bassaniodes	tristrami	(O.Pickard-Cambridge, 1872)	Bassaniodes tristrami (O.Pickard-Cambridge, 1872)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_355	IZRK_Ara_Ara-473	IZRK_Ara	Asylbek A.M.	1	female	adult	present	in collection	5.06.2024	2024-06-05	2024	6	5		manual collecting			Asia	KZ	Kazakhstan	Almaty Region	Enbekshikazakhskiy District		43.77907	78.99763	WGS84	30	Asylbek A.M.	2024	"43°46'44.64""N 78°59'51.46"" E"	488	490		Animalia	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	lineatus	(Latreille, 1817)	Stegodyphus lineatus (Latreille, 1817)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_356	IZRK_Ara_Ara-474	IZRK_Ara	Asylbek A.M.	1		juvenile	present	in collection	12.06.2024	2024-06-12	2024	6	12		manual collecting			Asia	KZ	Kazakhstan	Almaty Region	Talgarskiy District	Kapchagay reservoir, near Bokter railway station	43.90396	77.21379	WGS84	30	Asylbek A.M.	2024	"43°54'14.24""N 77°12'49.64"" E"	508	510		Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	lobata	(Pallas, 1772)	Argiope lobata (Pallas, 1772)	SPECIES	Nekhaeva A.A.	2024		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_357	IZRK_Ara_Ara-475	IZRK_Ara	Kumarbekov Zh.M.	1	female	adult	present	in collection	8-16.08.2024	2024-08-08/16	2024	8			manual collecting			Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	near Ili river	45.11389	75.41667	WGS84	30	Kim L.V.	2024	"45°06'50.0""N 75°25'00.0"" E"	367	369		Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	nebulosa	(Thorell, 1872)	Pardosa nebulosa (Thorell, 1872)	SPECIES	Nekhaeva A.A.	2024		
