datasetName	type	basisOfRecord	modified	language	license	rightsHolder	institutionID	institutionCode	occurrenceID	recordNumber	collectionCode	recordedBy	individualCount	sex	lifestage	occurrenceStatus	disposition	verbatimEventDate	eventDate	year	month	day	habitat	samplingProtocol	fieldNumber	eventRemarks	continent	countryCode	country	stateProvince	county	locality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	verbatimCoordinates	minimumElevationInMeters	maximumElevationInMeters	locationRemarks	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	scientificName	taxonRank	identifiedBy	dateIdentified	identificationRemarks	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_136		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	342		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_137		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	343		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_138		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	344		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_139		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	345		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_140		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	346		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_141		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		manual collecting	347		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2437	76.8686	WGS84	75	Kim L.V.	2021		769	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Microlinyphia	pusilla	(Sundevall, 1830)	Microlinyphia pusilla (Sundevall, 1830)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_142		IZRK_Ara	Leontyeva Ye.S.	1	male	adult	present	in collection		2021-05-02	2021	5	2		manual collecting	351		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.222	76.895	WGS84	75	Kim L.V.	2021		879	879	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Steatoda	paykulliana	(Walckenaer, 1806)	Steatoda paykulliana (Walckenaer, 1806)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_143		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-05-05	2021	5	5		manual collecting	352		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Shevchenko str., 89b	43.2452	76.9328	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Heliophanus	chovdensis	Prószyński, 1982	Heliophanus chovdensis Prószyński, 1982	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_144		IZRK_Ara	Kuzhieva Zh.S.	1	female	adult	present	in collection		2021-05-13	2021	5	13		manual collecting	361	Egg sac, opened 27.05.2021, 28 offsprings.	Asia	KZ	Kazakhstan	Almaty Region	Enbekshikazakhskiy District		43.472	77.609	WGS84	110	Kim L.V.	2021		768	773	KATO: 194000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_145		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-05-14	2021	5	14		manual collecting	362		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2259	76.9224	WGS84	75	Kim L.V.	2021		854	864	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Drassyllus	praeficus	(L.Koch, 1866)	Drassyllus praeficus (L.Koch, 1866)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_146		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-05-27	2021	5	27		manual collecting	363		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2198	76.9240	WGS84	75	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Pseudeuophrys	obsoleta	(Simon, 1868)	Pseudeuophrys obsoleta (Simon, 1868)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_147		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-05-27	2021	5	27		manual collecting	364		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2198	76.9240	WGS84	75	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	gromovi	Ballarin, Marusik, Omelko & Koponen, 2012	Pardosa gromovi Ballarin, Marusik, Omelko & Koponen, 2012	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_148		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-05-27	2021	5	27		manual collecting	365		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2192	76.9218	WGS84	75	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Pseudeuophrys	obsoleta	(Simon, 1868)	Pseudeuophrys obsoleta (Simon, 1868)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_149		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-06-16	2021	6	16		manual collecting	367	Egg sac, 23 offsprings. 12.07.2021 - found dead.	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2235	76.9218	WGS84	75	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Gnaphosa	licenti	Schenkel, 1953	Gnaphosa licenti Schenkel, 1953	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_150		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-06-20	2021	6	20		manual collecting	369		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2451	76.9313	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Heliophanus	potanini	Schenkel, 1963	Heliophanus potanini Schenkel, 1963	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_151		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-06-21	2021	6	21		manual collecting	370		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2448	76.9266	WGS84	75	Kim L.V.	2021		823	825	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Phylloneta	impressa	(L.Koch, 1881)	Phylloneta impressa (L.Koch, 1881)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_152		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-06-21	2021	6	21		manual collecting	371		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2234	76.9206	WGS84	75	Kim L.V.	2021		870	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Oecobiidae	Oecobius	nadiae	(Spassky, 1936)	Oecobius nadiae (Spassky, 1936)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_153		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-06-21	2021	6	21		manual collecting	372		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2236	76.9207	WGS84	75	Kim L.V.	2021		870	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_154		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-06-23	2021	6	23		manual collecting	374	With black spot on abdomen.	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2609	76.9406	WGS84	75	Kim L.V.	2021		778	784	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Phylloneta	impressa	(L.Koch, 1881)	Phylloneta impressa (L.Koch, 1881)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_155		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-07-03	2021	7	3		manual collecting	375	3.07.2021 - mating with female, collected 24.01.2021. 26.07.2021 - found dead.	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2451	76.9326	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Scytodidae	Scytodes	univittata	Simon, 1882	Scytodes univittata Simon, 1882	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_156		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-07-23	2021	7	23		manual collecting	376		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2535	76.9275	WGS84	75	Kim L.V.	2021		799	802	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Agelenidae	Allagelena	gracilens	(C.L.Koch, 1841)	Allagelena gracilens (C.L.Koch, 1841)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_157		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-07-25	2021	7	25		manual collecting	377	22.08.2021 - egg sac opened, 5 offsprings.	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2451	76.9313	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Heliophanus	potanini	Schenkel, 1963	Heliophanus potanini Schenkel, 1963	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_158		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-08-11	2021	8	11		manual collecting	378	Immobilized, but not consumed by S. univittata female.	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2451	76.9326	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_159		IZRK_Ara	Salmenova M.Ye.	1	female	adult	present	in collection		2021-08-02	2021	8	2		manual collecting	381		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.308	76.951	WGS84	110	Salmenova M.Ye.	2021		714	716	KATO: 751910000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	agrestis	(Westring, 1861)	Pardosa agrestis (Westring, 1861)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_160		IZRK_Ara	Baidavletov E.R.	1	female	adult	present	in collection		2021-08-25	2021	8	25	In building	manual collecting	392		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.229	76.862	WGS84	110	Baidavletov E.R.	2021		836	842	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Gnaphosa	leporina	(L.Koch, 1866)	Gnaphosa leporina (L.Koch, 1866)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_161		IZRK_Ara	Grachev A.A.	2	female	adult	present	in collection		2021-08-01	2021	8	1		manual collecting	393		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.308	76.951	WGS84	110	Grachev A.A.	2021		714	716	KATO: 751910000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	diadematus	Clerck, 1757	Araneus diadematus Clerck, 1757	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_162		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021	2021				manual collecting	394		Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District		43.169	76.562	WGS84	110	Kim L.V.	2021		938	944	KATO: 195235100	Animalia	Arthropoda	Arachnida	Araneae	Agelenidae	Allagelena	gracilens	(C.L.Koch, 1841)	Allagelena gracilens (C.L.Koch, 1841)	SPECIES	Kim L.V.	2021		
