datasetName	type	basisOfRecord	modified	language	license	bibliographicCitation	references	rightsHolder	institutionID	institutionCode	dynamicProperties	informationWithheld	occurrenceID	occurrenceStatus	individualCount	sex	lifeStage	recordedBy	occurrenceRemarks	associatedReferences	eventDate	verbatimEventDate	habitat	samplingProtocol	eventRemarks	continent	countryCode	country	verbatimLocality	verbatimCoordinates	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	minimumElevationInMeters	maximumElevationInMeters	kingdom	phylum	class	order	family	genus	scientificNameAuthorship	verbatimScientificName	species	scientificName	taxonRank	typeStatus	identifiedBy	dateIdentified	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0860	present	2	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1909	1909	NA	NA	NA	Asia	KZ	Kazakhstan	Лепсинский у.	45.836832 N; 80.368378 E	45.836832	80.368378	WGS84	5000	Nekhaeva A.A.	2025-05-15	598	600	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Pallas, 1772)	Argiope lobata	Argiope lobata	Argiope lobata (Pallas, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""mountain""}"	NA	lib_spiders_0861	present	1	female	subadult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-07	1920-7	NA	NA	middle of July	Asia	KZ	Kazakhstan	Алма-Ата и окрестности, Аксай	43.154331 N; 76.799825 E	43.154331	76.799825	WGS84	5000	Kim L.V.	2025-04-24	1156	1158	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Pallas, 1772)	Argiope lobata	Argiope lobata	Argiope lobata (Pallas, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0862	present	2	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-07	1919-7	NA	NA	end of July	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Pallas, 1772)	Argiope lobata	Argiope lobata	Argiope lobata (Pallas, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0863	present	1	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1921-07	1921-7	NA	NA	middle of summer	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Pallas, 1772)	Argiope lobata	Argiope lobata	Argiope lobata (Pallas, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""mountain""}"	NA	lib_spiders_0864	present	1	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-07	1919-7	NA	NA	end of July	Asia	KZ	Kazakhstan	Алма-Ата и окрестности, Аксай, у горы	43.096236 N; 76.784267 E	43.096236	76.784267	WGS84	6000	Kim L.V.	2025-04-24	1603	1605	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Scopoli, 1772)	Argiope bruennichi	Argiope bruennichi	Argiope bruennichi (Scopoli, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0865	present	2	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1937-08-09	1937-8-9	NA	NA	year not provided	Asia	KZ	Kazakhstan	Алма-Ата и окрестности, берег Алматинки	43.205584 N; 76.97908 E	43.205584	76.97908	WGS84	5000	Kim L.V.	2025-04-24	1088	1090	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Scopoli, 1772)	Argiope bruennichi	Argiope bruennichi	Argiope bruennichi (Scopoli, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0866	present	3	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-07-26	1919-7-26	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности, Алферовская роща и пруд	43.306287 N; 76.949598 E	43.306287	76.949598	WGS84	2000	Kim L.V.	2025-04-24	720	722	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Scopoli, 1772)	Argiope bruennichi	Argiope bruennichi	Argiope bruennichi (Scopoli, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0867	present	4	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-07/08	1919-7/1919-8	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Scopoli, 1772)	Argiope bruennichi	Argiope bruennichi	Argiope bruennichi (Scopoli, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0868	present	1	female	subadult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06-26/28	1920-6-26/1920-6-28	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	(Scopoli, 1772)	Argiope bruennichi	Argiope bruennichi	Argiope bruennichi (Scopoli, 1772)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0869	present	1	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1922	1922	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Metleucauge	(Kroneberg, 1875)	Meta dentipalpis	Metleucauge dentipalpis	Metleucauge dentipalpis (Kroneberg, 1875)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	Provided within Argiopidae family
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0870	present	1	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-05-01/15	1919-5-1/1919-5-15	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Metleucauge	(Kroneberg, 1875)	Meta dentipalpis	Metleucauge dentipalpis	Metleucauge dentipalpis (Kroneberg, 1875)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	Provided within Argiopidae family
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0871	present	2	NA	juvenile	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-05-01/15	1919-5-1/1919-5-15	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Metleucauge	(Kroneberg, 1875)	Meta dentipalpis	Metleucauge dentipalpis	Metleucauge dentipalpis (Kroneberg, 1875)	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	Provided within Argiopidae family
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0872	present	1	male	adult	Shnitnikov V.N.	f. vera	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1937-08-09	1937-8-9	NA	NA	year not provided	Asia	KZ	Kazakhstan	берег Алматинки	43.205584 N; 76.97908 E	43.205584	76.97908	WGS84	6000	Kim L.V.	2025-04-24	1088	1090	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	C.L.Koch, 1837	Tetragnatha obtusa	Tetragnatha obtusa	Tetragnatha obtusa C.L.Koch, 1837	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0873	present	1	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1937	1937	NA	NA	NA	Asia	KZ	Kazakhstan	разные места Казахстана	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	C.L.Koch, 1837	Tetragnatha obtusa	Tetragnatha obtusa	Tetragnatha obtusa C.L.Koch, 1837	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0874	present	1	female	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06	1920-6	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	C.L.Koch, 1837	Tetragnatha obtusa	Tetragnatha obtusa	Tetragnatha obtusa C.L.Koch, 1837	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): Literature data	Text	MaterialCitation	2025-08-13	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	https://sozontov.cc/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	Institute of Zoology of the Republic of Kazakhstan	"{""occurrence"":""plain""}"	NA	lib_spiders_0875	present	1	male	adult	Shnitnikov V.N.	NA	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06	1920-6	NA	NA	NA	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289437	76.994338	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Simon, 1874	Tetragnatha solandri	Tetragnatha montana	Tetragnatha montana Simon, 1874	SPECIES	NA	Spassky S.A., Shnitnikov V.N.	1937	NA
