datasetName	type	basisOfRecord	modified	language	license	rightsHolder	institutionID	institutionCode	occurrenceID	recordedBy	recordNumber	individualCount	sex	lifestage	occurrenceStatus	disposition	occurrenceRemarks	verbatimEventDate	eventDate	year	month	day	habitat	samplingProtocol	fieldNumber	eventRemarks	continent	countryCode	country	stateProvince	county	location	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	verbatimCoordinates	minimumElevationInMeters	maximumElevationInMeters	locationRemarks	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	species	scientificName	taxonRank	identifiedBy	dateIdentified	identificationRemarks	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_168	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021	2021	NA	NA	Semidesert	manual collecting	471	NA	Asia	KZ	Kazakhstan	Almaty Region	Panfilovskiy District	NA	44.030472	79.553500	WGS84	30	Kim L.V.	2021	NA	527	529	KATO: 334633100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Halocosa	cereipes	(L.Koch, 1878)	Halocosa cereipes	Halocosa cereipes (L.Koch, 1878)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_169	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021	2021	NA	NA	Semidesert	manual collecting	474	NA	Asia	KZ	Kazakhstan	Almaty Region	Panfilovskiy District	NA	44.030472	79.553500	WGS84	30	Kim L.V.	2021	NA	527	529	KATO: 334633100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	marikovskyi	Logunov, 2013	Alopecosa marikovskyi	Alopecosa marikovskyi Logunov, 2013	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_170	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	manual collecting	487	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	NA	46.224319	75.011236	WGS84	30	Yeszhanov A.B.	2021	NA	343	343	KATO: 193600000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Drassyllus	lutetianus	(L.Koch, 1866)	Drassyllus lutetianus	Drassyllus lutetianus (L.Koch, 1866)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_171	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	manual collecting	489	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	NA	46.224319	75.011236	WGS84	30	Yeszhanov A.B.	2021	NA	343	343	KATO: 193600000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	caspica	Ponomarev, 1979	Berlandina caspica	Berlandina caspica Ponomarev, 1979	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_172	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	manual collecting	490	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	NA	46.224319	75.011236	WGS84	30	Yeszhanov A.B.	2021	NA	343	343	KATO: 193600000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_173	Yeszhanov A.B.	NA	3	male	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	manual collecting	491	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	NA	46.224319	75.011236	WGS84	30	Yeszhanov A.B.	2021	NA	343	343	KATO: 193600000	Animalia	Arthropoda	Arachnida	Araneae	Zodariidae	Zodariellum	asiaticum	(Tystshenko, 1970)	Zodariellum asiaticum	Zodariellum asiaticum (Tystshenko, 1970)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_174	Salmenova M.Ye.	NA	1	female	adult	present	in collection	NA	NA	2021-10-29	2021	10	29	Hilly semidesert	manual collecting	539	NA	Asia	KZ	Kazakhstan	Almaty Region	Uygurskiy District	NA	43.542	79.436	WGS84	110	Salmenova M.Ye.	2021	NA	759	762	KATO: 196630100	Animalia	Arthropoda	Arachnida	Araneae	Sparassidae	Olios	sericeus	(Kroneberg, 1875)	Olios sericeus	Olios sericeus (Kroneberg, 1875)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_175	Salmenova M.Ye.	NA	1	male	adult	present	in collection	NA	NA	2021-10-29	2021	10	29	Forest-steppe on grey clayey ground	manual collecting	542	NA	Asia	KZ	Kazakhstan	Almaty Region	Uygurskiy District	NA	43.5582	79.2998	WGS84	75	Salmenova M.Ye.	2021	NA	717	719	KATO: 196663000	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Erigone	dentipalpis	(Wider, 1834)	Erigone dentipalpis	Erigone dentipalpis (Wider, 1834)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_176	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	entomological net sweeping	566	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	agrestis	(Westring, 1861)	Pardosa agrestis	Pardosa agrestis (Westring, 1861)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_177	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	entomological net sweeping	571	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Hypsosinga	pygmaea	(Sundevall, 1831)	Hypsosinga pygmaea	Hypsosinga pygmaea (Sundevall, 1831)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_178	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	entomological net sweeping	572	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Pachygnatha	degeeri	Sundevall, 1830	Pachygnatha degeeri	Pachygnatha degeeri Sundevall, 1830	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_179	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	entomological net sweeping	573	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_180	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	entomological net sweeping	574	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_181	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-15	2021	7	15	Semidesert	entomological net sweeping	575	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Asagena	phalerata	(Panzer, 1801)	Asagena phalerata	Asagena phalerata (Panzer, 1801)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_182	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-09-04	2021	9	4	NA	manual collecting	576	NA	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	NA	43.317500	76.953944	WGS84	30	Yeszhanov A.B.	2021	NA	696	697	KATO: 751910000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	diadematus	Clerck, 1757	Araneus diadematus	Araneus diadematus Clerck, 1757	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_183	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-08-15	2021	8	15	Hilly semidesert	entomological net sweeping	594	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.628228	76.746169	WGS84	30	Yeszhanov A.B.	2021	NA	643	646	KATO: 196800000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Neoscona	adianta	(Walckenaer, 1802)	Neoscona adianta	Neoscona adianta (Walckenaer, 1802)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_184	Yeszhanov A.B.	NA	3	female	adult	present	in collection	NA	NA	2021-08-08	2021	8	8	NA	manual collecting	599	NA	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	NA	43.231269	76.852786	WGS84	30	Yeszhanov A.B.	2021	NA	822	823	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Steatoda	castanea	(Clerck, 1757)	Steatoda castanea	Steatoda castanea (Clerck, 1757)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_185	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-08-08	2021	8	8	NA	manual collecting	601	NA	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	NA	43.231269	76.852786	WGS84	30	Yeszhanov A.B.	2021	NA	822	823	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Scytodidae	Scytodes	univittata	Simon, 1882	Scytodes univittata	Scytodes univittata Simon, 1882	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_186	Salmenova M.Ye.	NA	3	female	adult	present	in collection	NA	NA	2021-10-30	2021	10	30	Forest-steppe on grey clayey ground	manual collecting	603	NA	Asia	KZ	Kazakhstan	Almaty Region	Uygurskiy District	NA	43.846	79.419	WGS84	110	Salmenova M.Ye.	2021	NA	518	520	KATO: 196630100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Lycosa	singoriensis	(Laxmann, 1770)	Lycosa singoriensis	Lycosa singoriensis (Laxmann, 1770)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_187	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	manual collecting	605	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Lycosa	praegrandis	C.L.Koch, 1836	Lycosa praegrandis	Lycosa praegrandis C.L.Koch, 1836	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_188	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	manual collecting	605	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Lycosa	praegrandis	C.L.Koch, 1836	Lycosa praegrandis	Lycosa praegrandis C.L.Koch, 1836	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_189	Yeszhanov A.B.	NA	2	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	608	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Argiope	lobata	(Pallas, 1772)	Argiope lobata	Argiope lobata (Pallas, 1772)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_190	Yeszhanov A.B.	NA	3	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	manual collecting	609	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_191	Yeszhanov A.B.	NA	3	male	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	611	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Larinioides	suspicax	(O.Pickard-Cambridge, 1876)	Larinioides suspicax	Larinioides suspicax (O.Pickard-Cambridge, 1876)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_192	Yeszhanov A.B.	NA	5	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	612	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Larinioides	suspicax	(O.Pickard-Cambridge, 1876)	Larinioides suspicax	Larinioides suspicax (O.Pickard-Cambridge, 1876)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_193	Yeszhanov A.B.	NA	5	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	616	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	montana	Simon, 1874	Tetragnatha montana	Tetragnatha montana Simon, 1874	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_194	Kim L.V.	NA	1	male	adult	present	in collection	NA	NA	2022-01-28	2022	1	28	NA	manual collecting	625	NA	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	NA	43.211	76.912	WGS84	110	Kim L.V.	2022	NA	894	914	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2022	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_195	Salmenova M.Ye.	NA	1	male	adult	present	in collection	NA	NA	2021-12-15	2021	12	15	NA	manual collecting	627	NA	Asia	KZ	Kazakhstan	Almaty Region	Kerbulakskiy District	NA	43.874869	78.195931	WGS84	30	Salmenova M.Ye.	2021	NA	474	478	KATO: 334000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_196	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-06	2021	7	6	Semidesert	entomological net sweeping	633	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_197	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-07-06	2021	7	6	Semidesert	pitfall traps	635	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Drassyllus	praeficus	(L.Koch, 1866)	Drassyllus praeficus	Drassyllus praeficus (L.Koch, 1866)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_198	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-06	2021	7	6	Semidesert	pitfall traps	637	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Psammitis	marmorata	(Thorell, 1875)	Psammitis marmorata	Psammitis marmorata (Thorell, 1875)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_199	Yeszhanov A.B.	NA	2	female	adult	present	in collection	NA	NA	2021-07-06	2021	7	6	Semidesert	pitfall traps	638	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Spiracme	striatipes	(L.Koch, 1870)	Spiracme striatipes	Spiracme striatipes (L.Koch, 1870)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_200	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021-07-06	2021	7	6	Semidesert	pitfall traps	639	NA	Asia	KZ	Kazakhstan	Almaty Region	Karasayskiy District	NA	43.2664	76.8178	WGS84	75	Yeszhanov A.B.	2021	NA	753	754	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021	NA	NA
